02_20,jhu-csse,co-est2019-alldata,usafacts
22063,22063,22063,22063
22055,22055,22055,22055
22113,22113,22113,22113
22097,22097,22097,22097
22045,22045,22045,22045
22039,22039,22039,22039
22001,22001,22001,22001
22099,22099,22099,22099
22053,22053,22053,22053
22019,22019,22019,22019
22023,22023,22023,22023
22011,22011,22011,22011
22003,22003,22003,22003
22115,22115,22115,22115
22121,22121,22121,22121
22125,22125,22125,22125
22033,22033,22033,22033
22077,22077,22077,22077
22047,22047,22047,22047
22037,22037,22037,22037
22013,22013,22013,22013
22027,22027,22027,22027
22017,22017,22017,22017
22015,22015,22015,22015
22119,22119,22119,22119
22081,22081,22081,22081
22031,22031,22031,22031
22069,22069,22069,22069
22085,22085,22085,22085
22073,22073,22073,22073
22041,22041,22041,22041
22067,22067,22067,22067
22111,22111,22111,22111
22049,22049,22049,22049
22061,22061,22061,22061
22083,22083,22083,22083
22065,22065,22065,22065
22123,22123,22123,22123
22035,22035,22035,22035
22079,22079,22079,22079
22029,22029,22029,22029
22009,22009,22009,22009
22025,22025,22025,22025
22059,22059,22059,22059
22107,22107,22107,22107
22127,22127,22127,22127
22043,22043,22043,22043
22021,22021,22021,22021
5069,5069,5069,5069
5041,5041,5041,5041
5011,5011,5011,5011
5003,5003,5003,5003
5017,5017,5017,5017
5079,5079,5079,5079
5025,5025,5025,5025
5043,5043,5043,5043
5103,5103,5103,5103
5013,5013,5013,5013
5099,5099,5099,5099
5139,5139,5139,5139
5039,5039,5039,5039
5027,5027,5027,5027
5019,5019,5019,5019
5057,5057,5057,5057
5081,5081,5081,5081
5133,5133,5133,5133
5073,5073,5073,5073
5061,5061,5061,5061
5091,5091,5091,5091
5051,5051,5051,5051
5059,5059,5059,5059
5109,5109,5109,5109
5097,5097,5097,5097
5113,5113,5113,5113
5105,5105,5105,5105
5125,5125,5125,5125
5001,5001,5001,5001
5067,5067,5067,5067
5147,5147,5147,5147
5085,5085,5085,5085
5145,5145,5145,5145
5141,5141,5141,5141
5117,5117,5117,5117
5095,5095,5095,5095
5119,5119,5119,5119
5029,5029,5029,5029
5045,5045,5045,5045
5023,5023,5023,5023
5137,5137,5137,5137
5053,5053,5053,5053
5063,5063,5063,5063
5035,5035,5035,5035
5077,5077,5077,5077
5093,5093,5093,5093
5123,5123,5123,5123
5037,5037,5037,5037
5107,5107,5107,5107
5111,5111,5111,5111
5031,5031,5031,5031
5075,5075,5075,5075
5055,5055,5055,5055
5121,5121,5121,5121
5021,5021,5021,5021
5135,5135,5135,5135
5065,5065,5065,5065
5049,5049,5049,5049
5005,5005,5005,5005
5009,5009,5009,5009
5015,5015,5015,5015
5089,5089,5089,5089
5101,5101,5101,5101
5129,5129,5129,5129
5115,5115,5115,5115
5143,5143,5143,5143
5007,5007,5007,5007
5087,5087,5087,5087
5047,5047,5047,5047
5149,5149,5149,5149
5083,5083,5083,5083
5071,5071,5071,5071
5127,5127,5127,5127
5131,5131,5131,5131
5033,5033,5033,5033
40051,40051,40051,40051
40109,40109,40109,40109
40015,40015,40015,40015
40087,40087,40087,40087
40017,40017,40017,40017
40073,40073,40073,40073
40027,40027,40027,40027
40149,40149,40149,40149
40083,40083,40083,40083
40099,40099,40099,40099
40011,40011,40011,40011
40075,40075,40075,40075
40039,40039,40039,40039
40049,40049,40049,40049
40137,40137,40137,40137
40103,40103,40103,40103
40019,40019,40019,40019
40085,40085,40085,40085
40069,40069,40069,40069
40095,40095,40095,40095
40013,40013,40013,40013
40067,40067,40067,40067
40031,40031,40031,40031
40065,40065,40065,40065
40141,40141,40141,40141
40033,40033,40033,40033
40057,40057,40057,40057
40055,40055,40055,40055
40009,40009,40009,40009
40129,40129,40129,40129
40043,40043,40043,40043
40047,40047,40047,40047
40003,40003,40003,40003
40151,40151,40151,40151
40093,40093,40093,40093
40053,40053,40053,40053
40153,40153,40153,40153
40045,40045,40045,40045
40059,40059,40059,40059
40007,40007,40007,40007
40139,40139,40139,40139
40025,40025,40025,40025
40113,40113,40113,40113
40147,40147,40147,40147
40143,40143,40143,40143
40037,40037,40037,40037
40145,40145,40145,40145
40131,40131,40131,40131
40117,40117,40117,40117
40119,40119,40119,40119
40081,40081,40081,40081
40105,40105,40105,40105
40111,40111,40111,40111
40035,40035,40035,40035
40097,40097,40097,40097
40041,40041,40041,40041
40115,40115,40115,40115
40101,40101,40101,40101
40121,40121,40121,40121
40091,40091,40091,40091
40021,40021,40021,40021
40135,40135,40135,40135
40001,40001,40001,40001
40061,40061,40061,40061
40127,40127,40127,40127
40005,40005,40005,40005
40063,40063,40063,40063
40029,40029,40029,40029
40077,40077,40077,40077
40079,40079,40079,40079
40071,40071,40071,40071
40089,40089,40089,40089
40023,40023,40023,40023
40125,40125,40125,40125
40123,40123,40123,40123
40107,40107,40107,40107
40133,40133,40133,40133
48113,48113,48113,48113
48085,48085,48085,48085
48121,48121,48121,48121
48181,48181,48181,48181
48397,48397,48397,48397
48439,48439,48439,48439
48139,48139,48139,48139
48349,48349,48349,48349
48467,48467,48467,48467
48257,48257,48257,48257
48213,48213,48213,48213
48231,48231,48231,48231
48499,48499,48499,48499
48277,48277,48277,48277
48387,48387,48387,48387
48147,48147,48147,48147
48119,48119,48119,48119
48223,48223,48223,48223
48379,48379,48379,48379
48063,48063,48063,48063
48449,48449,48449,48449
48159,48159,48159,48159
48037,48037,48037,48037
48067,48067,48067,48067
48343,48343,48343,48343
48183,48183,48183,48183
48315,48315,48315,48315
48365,48365,48365,48365
48459,48459,48459,48459
48203,48203,48203,48203
48423,48423,48423,48423
48401,48401,48401,48401
48073,48073,48073,48073
48347,48347,48347,48347
48001,48001,48001,48001
48289,48289,48289,48289
48225,48225,48225,48225
48161,48161,48161,48161
48455,48455,48455,48455
48313,48313,48313,48313
48005,48005,48005,48005
48351,48351,48351,48351
48405,48405,48405,48405
48403,48403,48403,48403
48241,48241,48241,48241
48373,48373,48373,48373
48419,48419,48419,48419
48457,48457,48457,48457
48367,48367,48367,48367
48251,48251,48251,48251
48497,48497,48497,48497
48425,48425,48425,48425
48221,48221,48221,48221
48217,48217,48217,48217
48363,48363,48363,48363
48077,48077,48077,48077
48337,48337,48337,48337
48097,48097,48097,48097
48485,48485,48485,48485
48009,48009,48009,48009
48275,48275,48275,48275
48487,48487,48487,48487
48503,48503,48503,48503
48023,48023,48023,48023
48207,48207,48207,48207
48143,48143,48143,48143
48429,48429,48429,48429
48237,48237,48237,48237
48417,48417,48417,48417
48049,48049,48049,48049
48133,48133,48133,48133
48193,48193,48193,48193
48093,48093,48093,48093
48059,48059,48059,48059
48447,48447,48447,48447
48027,48027,48027,48027
48491,48491,48491,48491
48331,48331,48331,48331
48145,48145,48145,48145
48099,48099,48099,48099
48309,48309,48309,48309
48281,48281,48281,48281
48395,48395,48395,48395
48035,48035,48035,48035
48293,48293,48293,48293
48319,48319,48319,48319
48399,48399,48399,48399
48411,48411,48411,48411
48307,48307,48307,48307
48083,48083,48083,48083
48299,48299,48299,48299
48095,48095,48095,48095
48327,48327,48327,48327
48333,48333,48333,48333
48267,48267,48267,48267
48451,48451,48451,48451
48235,48235,48235,48235
48383,48383,48383,48383
48081,48081,48081,48081
48413,48413,48413,48413
48105,48105,48105,48105
48435,48435,48435,48435
48431,48431,48431,48431
48201,48201,48201,48201
48157,48157,48157,48157
48339,48339,48339,48339
48471,48471,48471,48471
48291,48291,48291,48291
48407,48407,48407,48407
48185,48185,48185,48185
48199,48199,48199,48199
48089,48089,48089,48089
48321,48321,48321,48321
48015,48015,48015,48015
48481,48481,48481,48481
48039,48039,48039,48039
48473,48473,48473,48473
48477,48477,48477,48477
48167,48167,48167,48167
48071,48071,48071,48071
48361,48361,48361,48361
48245,48245,48245,48245
48041,48041,48041,48041
48051,48051,48051,48051
48287,48287,48287,48287
48469,48469,48469,48469
48391,48391,48391,48391
48123,48123,48123,48123
48239,48239,48239,48239
48175,48175,48175,48175
48285,48285,48285,48285
48057,48057,48057,48057
48283,48283,48283,48283
48029,48029,48029,48029
48019,48019,48019,48019
48259,48259,48259,48259
48163,48163,48163,48163
48311,48311,48311,48311
48013,48013,48013,48013
48325,48325,48325,48325
48265,48265,48265,48265
48297,48297,48297,48297
48479,48479,48479,48479
48171,48171,48171,48171
48505,48505,48505,48505
48091,48091,48091,48091
48025,48025,48025,48025
48187,48187,48187,48187
48255,48255,48255,48255
48493,48493,48493,48493
48177,48177,48177,48177
48355,48355,48355,48355
48249,48249,48249,48249
48409,48409,48409,48409
48261,48261,48261,48261
48131,48131,48131,48131
48047,48047,48047,48047
48007,48007,48007,48007
48247,48247,48247,48247
48273,48273,48273,48273
48215,48215,48215,48215
48061,48061,48061,48061
48427,48427,48427,48427
48489,48489,48489,48489
48021,48021,48021,48021
48053,48053,48053,48053
48031,48031,48031,48031
48209,48209,48209,48209
48055,48055,48055,48055
48453,48453,48453,48453
48463,48463,48463,48463
48127,48127,48127,48127
48137,48137,48137,48137
48507,48507,48507,48507
48271,48271,48271,48271
48465,48465,48465,48465
48443,48443,48443,48443
48323,48323,48323,48323
48385,48385,48385,48385
48149,48149,48149,48149
48359,48359,48359,48359
48483,48483,48483,48483
48295,48295,48295,48295
48233,48233,48233,48233
48369,48369,48369,48369
48375,48375,48375,48375
48341,48341,48341,48341
48211,48211,48211,48211
48381,48381,48381,48381
48205,48205,48205,48205
48011,48011,48011,48011
48189,48189,48189,48189
48111,48111,48111,48111
48117,48117,48117,48117
48069,48069,48069,48069
48279,48279,48279,48279
48357,48357,48357,48357
48065,48065,48065,48065
48195,48195,48195,48195
48437,48437,48437,48437
48179,48179,48179,48179
48393,48393,48393,48393
48421,48421,48421,48421
48087,48087,48087,48087
48075,48075,48075,48075
48125,48125,48125,48125
48197,48197,48197,48197
48129,48129,48129,48129
48155,48155,48155,48155
48153,48153,48153,48153
48191,48191,48191,48191
48345,48345,48345,48345
48269,48269,48269,48269
48101,48101,48101,48101
48045,48045,48045,48045
48219,48219,48219,48219
48079,48079,48079,48079
48445,48445,48445,48445
48107,48107,48107,48107
48501,48501,48501,48501
48017,48017,48017,48017
48303,48303,48303,48303
48169,48169,48169,48169
48115,48115,48115,48115
48165,48165,48165,48165
48033,48033,48033,48033
48305,48305,48305,48305
48253,48253,48253,48253
48433,48433,48433,48433
48353,48353,48353,48353
48441,48441,48441,48441
48227,48227,48227,48227
48335,48335,48335,48335
48415,48415,48415,48415
48263,48263,48263,48263
48151,48151,48151,48151
48329,48329,48329,48329
48003,48003,48003,48003
48389,48389,48389,48389
48475,48475,48475,48475
48371,48371,48371,48371
48103,48103,48103,48103
48243,48243,48243,48243
48173,48173,48173,48173
48135,48135,48135,48135
48495,48495,48495,48495
48317,48317,48317,48317
48461,48461,48461,48461
48301,48301,48301,48301
48141,48141,48141,48141
48043,48043,48043,48043
48229,48229,48229,48229
48377,48377,48377,48377
48109,48109,48109,48109
8059,8059,8059,8059
8005,8005,8005,8005
8001,8001,8001,8001
8014,8014,8014,8014
8013,8013,8013,8013
8039,8039,8039,8039
8035,8035,8035,8035
8041,8041,8041,8041
8031,8031,8031,8031
8093,8093,8093,8093
8047,8047,8047,8047
8037,8037,8037,8037
8117,8117,8117,8117
8107,8107,8107,8107
8057,8057,8057,8057
8019,8019,8019,8019
8049,8049,8049,8049
8065,8065,8065,8065
8069,8069,8069,8069
8123,8123,8123,8123
8087,8087,8087,8087
8121,8121,8121,8121
8095,8095,8095,8095
8075,8075,8075,8075
8125,8125,8125,8125
8115,8115,8115,8115
8017,8017,8017,8017
8073,8073,8073,8073
8063,8063,8063,8063
8119,8119,8119,8119
8101,8101,8101,8101
8071,8071,8071,8071
8061,8061,8061,8061
8009,8009,8009,8009
8089,8089,8089,8089
8025,8025,8025,8025
8011,8011,8011,8011
8055,8055,8055,8055
8099,8099,8099,8099
8003,8003,8003,8003
8021,8021,8021,8021
8007,8007,8007,8007
8067,8067,8067,8067
8023,8023,8023,8023
8109,8109,8109,8109
8079,8079,8079,8079
8105,8105,8105,8105
8015,8015,8015,8015
8051,8051,8051,8051
8043,8043,8043,8043
8053,8053,8053,8053
8027,8027,8027,8027
8033,8033,8033,8033
8083,8083,8083,8083
8113,8113,8113,8113
8085,8085,8085,8085
8029,8029,8029,8029
8091,8091,8091,8091
8111,8111,8111,8111
8077,8077,8077,8077
8045,8045,8045,8045
8081,8081,8081,8081
8097,8097,8097,8097
8103,8103,8103,8103
56021,56021,56021,56021
56001,56001,56001,56001
56029,56029,56029,56029
56031,56031,56031,56031
56015,56015,56015,56015
56027,56027,56027,56027
56009,56009,56009,56009
56007,56007,56007,56007
56037,56037,56037,56037
56043,56043,56043,56043
56003,56003,56003,56003
56017,56017,56017,56017
56013,56013,56013,56013
56025,56025,56025,56025
56019,56019,56019,56019
56045,56045,56045,56045
56011,56011,56011,56011
56005,56005,56005,56005
56033,56033,56033,56033
56035,56035,56035,56035
56041,56041,56041,56041
56039,56039,56039,56039
56023,56023,56023,56023
16005,16005,16005,16005
16011,16011,16011,16011
16077,16077,16077,16077
16023,16023,16023,16023
16029,16029,16029,16029
16007,16007,16007,16007
16037,16037,16037,16037
16041,16041,16041,16041
16071,16071,16071,16071
16059,16059,16059,16059
16019,16019,16019,16019
16083,16083,16083,16083
16031,16031,16031,16031
16013,16013,16013,16013
16047,16047,16047,16047
16025,16025,16025,16025
16063,16063,16063,16063
16053,16053,16053,16053
16067,16067,16067,16067
16043,16043,16043,16043
16081,16081,16081,16081
16033,16033,16033,16033
16051,16051,16051,16051
16065,16065,16065,16065
16069,16069,16069,16069
16035,16035,16035,16035
16049,16049,16049,16049
16061,16061,16061,16061
16057,16057,16057,16057
16015,16015,16015,16015
16073,16073,16073,16073
16027,16027,16027,16027
16087,16087,16087,16087
16085,16085,16085,16085
16003,16003,16003,16003
16001,16001,16001,16001
16045,16045,16045,16045
16075,16075,16075,16075
16039,16039,16039,16039
16055,16055,16055,16055
16079,16079,16079,16079
16017,16017,16017,16017
16021,16021,16021,16021
16009,16009,16009,16009
49013,49013,49013,49013
49049,49049,49049,49049
49035,49035,49035,49035
49011,49011,49011,49011
49043,49043,49043,49043
49029,49029,49029,49029
49045,49045,49045,49045
49009,49009,49009,49009
49047,49047,49047,49047
49033,49033,49033,49033
49051,49051,49051,49051
49057,49057,49057,49057
49003,49003,49003,49003
49005,49005,49005,49005
49007,49007,49007,49007
49037,49037,49037,49037
49015,49015,49015,49015
49019,49019,49019,49019
49025,49025,49025,49025
49041,49041,49041,49041
49039,49039,49039,49039
49027,49027,49027,49027
49023,49023,49023,49023
49017,49017,49017,49017
49001,49001,49001,49001
49021,49021,49021,49021
49055,49055,49055,49055
49053,49053,49053,49053
49031,49031,49031,49031
4013,4013,4013,4013
4021,4021,4021,4021
4007,4007,4007,4007
4019,4019,4019,4019
4025,4025,4025,4025
4012,4012,4012,4012
4027,4027,4027,4027
4015,4015,4015,4015
4009,4009,4009,4009
4011,4011,4011,4011
4003,4003,4003,4003
4023,4023,4023,4023
4017,4017,4017,4017
4001,4001,4001,4001
4005,4005,4005,4005
35043,35043,35043,35043
35061,35061,35061,35061
35006,35006,35006,35006
35053,35053,35053,35053
35001,35001,35001,35001
35049,35049,35049,35049
35027,35027,35027,35027
35039,35039,35039,35039
35057,35057,35057,35057
35045,35045,35045,35045
35031,35031,35031,35031
35055,35055,35055,35055
35047,35047,35047,35047
35028,35028,35028,35028
35007,35007,35007,35007
35019,35019,35019,35019
35033,35033,35033,35033
35021,35021,35021,35021
35003,35003,35003,35003
35051,35051,35051,35051
35013,35013,35013,35013
35023,35023,35023,35023
35017,35017,35017,35017
35029,35029,35029,35029
35035,35035,35035,35035
35009,35009,35009,35009
35041,35041,35041,35041
35025,35025,35025,35025
35011,35011,35011,35011
35037,35037,35037,35037
35005,35005,35005,35005
35015,35015,35015,35015
35059,35059,35059,35059
32017,32017,32017,32017
32003,32003,32003,32003
32023,32023,32023,32023
32009,32009,32009,32009
32033,32033,32033,32033
32015,32015,32015,32015
32011,32011,32011,32011
32031,32031,32031,32031
32019,32019,32019,32019
32013,32013,32013,32013
32001,32001,32001,32001
32005,32005,32005,32005
32021,32021,32021,32021
32027,32027,32027,32027
32029,32029,32029,32029
32510,32510,32510,32510
32007,32007,32007,32007
6037,6037,6037,6037
6059,6059,6059,6059
6111,6111,6111,6111
6071,6071,6071,6071
6065,6065,6065,6065
6073,6073,6073,6073
6025,6025,6025,6025
6027,6027,6027,6027
6083,6083,6083,6083
6107,6107,6107,6107
6031,6031,6031,6031
6029,6029,6029,6029
6019,6019,6019,6019
6079,6079,6079,6079
6053,6053,6053,6053
6051,6051,6051,6051
6039,6039,6039,6039
6047,6047,6047,6047
6043,6043,6043,6043
6081,6081,6081,6081
6085,6085,6085,6085
6075,6075,6075,6075
6001,6001,6001,6001
6055,6055,6055,6055
6013,6013,6013,6013
6095,6095,6095,6095
6041,6041,6041,6041
6097,6097,6097,6097
6087,6087,6087,6087
6069,6069,6069,6069
6077,6077,6077,6077
6009,6009,6009,6009
6109,6109,6109,6109
6099,6099,6099,6099
6045,6045,6045,6045
6033,6033,6033,6033
6023,6023,6023,6023
6105,6105,6105,6105
6015,6015,6015,6015
6093,6093,6093,6093
6005,6005,6005,6005
6061,6061,6061,6061
6113,6113,6113,6113
6067,6067,6067,6067
6017,6017,6017,6017
6003,6003,6003,6003
6101,6101,6101,6101
6115,6115,6115,6115
6091,6091,6091,6091
6011,6011,6011,6011
6007,6007,6007,6007
6063,6063,6063,6063
6021,6021,6021,6021
6057,6057,6057,6057
6089,6089,6089,6089
6049,6049,6049,6049
6035,6035,6035,6035
6103,6103,6103,6103
15003,15003,15003,15003
15007,15007,15007,15007
15001,15001,15001,15001
15009,15009,15009,15009
15005,15005,15005,15005
41065,41065,41065,41065
41047,41047,41047,41047
41005,41005,41005,41005
41067,41067,41067,41067
41027,41027,41027,41027
41009,41009,41009,41009
41051,41051,41051,41051
41055,41055,41055,41055
41071,41071,41071,41071
41007,41007,41007,41007
41057,41057,41057,41057
41053,41053,41053,41053
41043,41043,41043,41043
41041,41041,41041,41041
41003,41003,41003,41003
41039,41039,41039,41039
41015,41015,41015,41015
41019,41019,41019,41019
41011,41011,41011,41011
41033,41033,41033,41033
41029,41029,41029,41029
41035,41035,41035,41035
41037,41037,41037,41037
41017,41017,41017,41017
41025,41025,41025,41025
41031,41031,41031,41031
41069,41069,41069,41069
41013,41013,41013,41013
41059,41059,41059,41059
41021,41021,41021,41021
41001,41001,41001,41001
41023,41023,41023,41023
41049,41049,41049,41049
41061,41061,41061,41061
41063,41063,41063,41063
41045,41045,41045,41045
53033,53033,53033,53033
53061,53061,53061,53061
53037,53037,53037,53037
53035,53035,53035,53035
53073,53073,53073,53073
53057,53057,53057,53057
53055,53055,53055,53055
53029,53029,53029,53029
53053,53053,53053,53053
53009,53009,53009,53009
53031,53031,53031,53031
53041,53041,53041,53041
53067,53067,53067,53067
53027,53027,53027,53027
53045,53045,53045,53045
53049,53049,53049,53049
53015,53015,53015,53015
53011,53011,53011,53011
53039,53039,53039,53039
53059,53059,53059,53059
53069,53069,53069,53069
53007,53007,53007,53007
53017,53017,53017,53017
53047,53047,53047,53047
53025,53025,53025,53025
53077,53077,53077,53077
53063,53063,53063,53063
53043,53043,53043,53043
53065,53065,53065,53065
53075,53075,53075,53075
53001,53001,53001,53001
53019,53019,53019,53019
53051,53051,53051,53051
53021,53021,53021,53021
53005,53005,53005,53005
53071,53071,53071,53071
53013,53013,53013,53013
53023,53023,53023,53023
53003,53003,53003,53003
2020,2020,2020,2020
2185,2185,2185,2185
2016,2016,2016,2016
2164,2164,2164,2164
2150,2150,2150,2150
2050,2050,2050,2050
2013,2013,2013,2013
2270,,,2270
2070,2070,2070,2070
2122,2122,2122,2122
2290,2290,2290,2290
2261,2261,2261,2261
2060,2060,2060,2060
2170,2170,2170,2170
2180,2180,2180,2180
2282,2282,2282,2282
2090,2090,2090,2090
2068,2068,2068,2068
2240,2240,2240,2240
2188,2188,2188,2188
2110,2110,2110,2110
2105,2105,2105,2105
2100,2100,2100,2100
2195,2195,2195,2195
2220,2220,2220,2220
2230,2230,2230,2230
2130,2130,2130,2130
2275,2275,2275,2275
2198,2198,2198,2198
,2158,2158,2158
,28039,28039,28039
,46102,46102,46102
,51580,51580,51580
,51595,51595,51595
,51600,51600,51600
,51620,51620,51620
,51678,51678,51678
,51685,51685,51685
,51690,51690,51690
,70002,,
,70003,,
