jhu_uid,fips,weight
84046089,46089,1.0
84046091,46091,1.0
84046093,46093,1.0
84046095,46095,1.0
84046097,46097,1.0
84046099,46099,1.0
84046101,46101,1.0
84046102,46113,1.0
84046103,46103,1.0
84046105,46105,1.0
84046107,46107,1.0
84046109,46109,1.0
84046111,46111,1.0
84046115,46115,1.0
84046117,46117,1.0
84046119,46119,1.0
84046121,46121,1.0
84046123,46123,1.0
84046125,46125,1.0
84046127,46127,1.0
84046129,46129,1.0
84046135,46135,1.0
84046137,46137,1.0
84047001,47001,1.0
84047003,47003,1.0
84047005,47005,1.0
84047007,47007,1.0
84047009,47009,1.0
84047011,47011,1.0
84047013,47013,1.0
84047015,47015,1.0
84047017,47017,1.0
84047019,47019,1.0
84047021,47021,1.0
84047023,47023,1.0
84047025,47025,1.0
84047027,47027,1.0
84047029,47029,1.0
84047031,47031,1.0
84047033,47033,1.0
84047035,47035,1.0
84047037,47037,1.0
84047039,47039,1.0
84047041,47041,1.0
84047043,47043,1.0
84047045,47045,1.0
84047047,47047,1.0
84047049,47049,1.0
84047051,47051,1.0
84047053,47053,1.0
84047055,47055,1.0
84047057,47057,1.0
84047059,47059,1.0
84047061,47061,1.0
84047063,47063,1.0
84047065,47065,1.0
84047067,47067,1.0
84047069,47069,1.0
84047071,47071,1.0
84047073,47073,1.0
84047075,47075,1.0
84047077,47077,1.0
84047079,47079,1.0
84047081,47081,1.0
84047083,47083,1.0
84047085,47085,1.0
84047087,47087,1.0
84047089,47089,1.0
84047091,47091,1.0
84047093,47093,1.0
84047095,47095,1.0
84047097,47097,1.0
84047099,47099,1.0
84047101,47101,1.0
84047103,47103,1.0
84047105,47105,1.0
84047107,47107,1.0
84047109,47109,1.0
84047111,47111,1.0
84047113,47113,1.0
84047115,47115,1.0
84047117,47117,1.0
84047119,47119,1.0
84047121,47121,1.0
84047123,47123,1.0
84047125,47125,1.0
84047127,47127,1.0
84047129,47129,1.0
84047131,47131,1.0
84047133,47133,1.0
84047135,47135,1.0
84047137,47137,1.0
84047139,47139,1.0
84047141,47141,1.0
84047143,47143,1.0
84047145,47145,1.0
84047147,47147,1.0
84047149,47149,1.0
84047151,47151,1.0
84047153,47153,1.0
84047155,47155,1.0
84047157,47157,1.0
84047159,47159,1.0
84047161,47161,1.0
84047163,47163,1.0
84047165,47165,1.0
84047167,47167,1.0
84047169,47169,1.0
84047171,47171,1.0
84047173,47173,1.0
84047175,47175,1.0
84047177,47177,1.0
84047179,47179,1.0
84047181,47181,1.0
84047183,47183,1.0
84047185,47185,1.0
84047187,47187,1.0
84047189,47189,1.0
84048001,48001,1.0
84048003,48003,1.0
84048005,48005,1.0
84048007,48007,1.0
84048009,48009,1.0
84048011,48011,1.0
84048013,48013,1.0
84048015,48015,1.0
84048017,48017,1.0
84048019,48019,1.0
84048021,48021,1.0
84048023,48023,1.0
84048025,48025,1.0
84048027,48027,1.0
84048029,48029,1.0
84048031,48031,1.0
84048033,48033,1.0
84048035,48035,1.0
84048037,48037,1.0
84048039,48039,1.0
84048041,48041,1.0
84048043,48043,1.0
84048045,48045,1.0
84048047,48047,1.0
84048049,48049,1.0
84048051,48051,1.0
84048053,48053,1.0
84048055,48055,1.0
84048057,48057,1.0
84048059,48059,1.0
84048061,48061,1.0
84048063,48063,1.0
84048065,48065,1.0
84048067,48067,1.0
84048069,48069,1.0
84048071,48071,1.0
84048073,48073,1.0
84048075,48075,1.0
84048077,48077,1.0
84048079,48079,1.0
84048081,48081,1.0
84048083,48083,1.0
84048085,48085,1.0
84048087,48087,1.0
84048089,48089,1.0
84048091,48091,1.0
84048093,48093,1.0
84048095,48095,1.0
84048097,48097,1.0
84048099,48099,1.0
84048101,48101,1.0
84048103,48103,1.0
84048105,48105,1.0
84048107,48107,1.0
84048109,48109,1.0
84048111,48111,1.0
84048113,48113,1.0
84048115,48115,1.0
84048117,48117,1.0
84048119,48119,1.0
84048121,48121,1.0
84048123,48123,1.0
84048125,48125,1.0
84048127,48127,1.0
84048129,48129,1.0
84048131,48131,1.0
84048133,48133,1.0
84048135,48135,1.0
84048137,48137,1.0
84048139,48139,1.0
84048141,48141,1.0
84048143,48143,1.0
84048145,48145,1.0
84048147,48147,1.0
84048149,48149,1.0
84048151,48151,1.0
84048153,48153,1.0
84048155,48155,1.0
84048157,48157,1.0
84048159,48159,1.0
84048161,48161,1.0
84048163,48163,1.0
84048165,48165,1.0
84048167,48167,1.0
84048169,48169,1.0
84048171,48171,1.0
84048173,48173,1.0
84048175,48175,1.0
84048177,48177,1.0
84048179,48179,1.0
84048181,48181,1.0
84048183,48183,1.0
84048185,48185,1.0
84048187,48187,1.0
84048189,48189,1.0
84048191,48191,1.0
84048193,48193,1.0
84048195,48195,1.0
84048197,48197,1.0
84048199,48199,1.0
84048201,48201,1.0
84048203,48203,1.0
84048205,48205,1.0
84048207,48207,1.0
84048209,48209,1.0
84048211,48211,1.0
84048213,48213,1.0
84048215,48215,1.0
84048217,48217,1.0
84048219,48219,1.0
84048221,48221,1.0
84048223,48223,1.0
84048225,48225,1.0
84048227,48227,1.0
84048229,48229,1.0
84048231,48231,1.0
84048233,48233,1.0
84048235,48235,1.0
84048237,48237,1.0
84048239,48239,1.0
84048241,48241,1.0
84048243,48243,1.0
84048245,48245,1.0
84048247,48247,1.0
84048249,48249,1.0
84048251,48251,1.0
84048253,48253,1.0
84048255,48255,1.0
84048257,48257,1.0
84048259,48259,1.0
84048261,48261,1.0
84048263,48263,1.0
84048265,48265,1.0
84048267,48267,1.0
84048269,48269,1.0
84048271,48271,1.0
84048273,48273,1.0
84048275,48275,1.0
84048277,48277,1.0
84048279,48279,1.0
84048281,48281,1.0
84048283,48283,1.0
84048285,48285,1.0
84048287,48287,1.0
84048289,48289,1.0
84048291,48291,1.0
84048293,48293,1.0
84048295,48295,1.0
84048297,48297,1.0
84048299,48299,1.0
84048301,48301,1.0
84048303,48303,1.0
84048305,48305,1.0
84048307,48307,1.0
84048309,48309,1.0
84048311,48311,1.0
84048313,48313,1.0
84048315,48315,1.0
84048317,48317,1.0
84048319,48319,1.0
84048321,48321,1.0
84048323,48323,1.0
84048325,48325,1.0
84048327,48327,1.0
84048329,48329,1.0
84048331,48331,1.0
84048333,48333,1.0
84048335,48335,1.0
84048337,48337,1.0
84048339,48339,1.0
84048341,48341,1.0
84048343,48343,1.0
84048345,48345,1.0
84048347,48347,1.0
84048349,48349,1.0
84048351,48351,1.0
84048353,48353,1.0
84048355,48355,1.0
84048357,48357,1.0
84048359,48359,1.0
84048361,48361,1.0
84048363,48363,1.0
84048365,48365,1.0
84048367,48367,1.0
84048369,48369,1.0
84048371,48371,1.0
84048373,48373,1.0
84048375,48375,1.0
84048377,48377,1.0
84048379,48379,1.0
84048381,48381,1.0
84048383,48383,1.0
84048385,48385,1.0
84048387,48387,1.0
84048389,48389,1.0
84048391,48391,1.0
84048393,48393,1.0
84048395,48395,1.0
84048397,48397,1.0
84048399,48399,1.0
84048401,48401,1.0
84048403,48403,1.0
84048405,48405,1.0
84048407,48407,1.0
84048409,48409,1.0
84048411,48411,1.0
84048413,48413,1.0
84048415,48415,1.0
84048417,48417,1.0
84048419,48419,1.0
84048421,48421,1.0
84048423,48423,1.0
84048425,48425,1.0
84048427,48427,1.0
84048429,48429,1.0
84048431,48431,1.0
84048433,48433,1.0
84048435,48435,1.0
84048437,48437,1.0
84048439,48439,1.0
84048441,48441,1.0
84048443,48443,1.0
84048445,48445,1.0
84048447,48447,1.0
84048449,48449,1.0
84048451,48451,1.0
84048453,48453,1.0
84048455,48455,1.0
84048457,48457,1.0
84048459,48459,1.0
84048461,48461,1.0
84048463,48463,1.0
84048465,48465,1.0
84048467,48467,1.0
84048469,48469,1.0
84048471,48471,1.0
84048473,48473,1.0
84048475,48475,1.0
84048477,48477,1.0
84048479,48479,1.0
84048481,48481,1.0
84048483,48483,1.0
84048485,48485,1.0
84048487,48487,1.0
84048489,48489,1.0
84048491,48491,1.0
84048493,48493,1.0
84048495,48495,1.0
84048497,48497,1.0
84048499,48499,1.0
84048501,48501,1.0
84048503,48503,1.0
84048505,48505,1.0
84048507,48507,1.0
84049001,49001,1.0
84049003,49003,1.0
84049005,49005,1.0
84049007,49007,1.0
84049009,49009,1.0
84049011,49011,1.0
84049013,49013,1.0
84049015,49015,1.0
84049017,49017,1.0
84049019,49019,1.0
84049021,49021,1.0
84049023,49023,1.0
84049025,49025,1.0
84049027,49027,1.0
84049029,49029,1.0
84049031,49031,1.0
84049033,49033,1.0
84049035,49035,1.0
84049037,49037,1.0
84049039,49039,1.0
84049041,49041,1.0
84049043,49043,1.0
84049045,49045,1.0
84049047,49047,1.0
84049049,49049,1.0
84049051,49051,1.0
84049053,49053,1.0
84049055,49055,1.0
84049057,49057,1.0
84050001,50001,1.0
84050003,50003,1.0
84050005,50005,1.0
84050007,50007,1.0
84050009,50009,1.0
84050011,50011,1.0
84050013,50013,1.0
84050015,50015,1.0
84050017,50017,1.0
84050019,50019,1.0
84050021,50021,1.0
84050023,50023,1.0
84050025,50025,1.0
84050027,50027,1.0
84051001,51001,1.0
84051003,51003,1.0
84051005,51005,1.0
84051007,51007,1.0
84051009,51009,1.0
84051011,51011,1.0
84051013,51013,1.0
84051015,51015,1.0
84051017,51017,1.0
84051019,51019,1.0
84051021,51021,1.0
84051023,51023,1.0
84051025,51025,1.0
84051027,51027,1.0
84051029,51029,1.0
84051031,51031,1.0
84051033,51033,1.0
84051035,51035,1.0
84051036,51036,1.0
84051037,51037,1.0
84051041,51041,1.0
84051043,51043,1.0
84051045,51045,1.0
84051047,51047,1.0
84051049,51049,1.0
84051051,51051,1.0
84051053,51053,1.0
84051057,51057,1.0
84051059,51059,1.0
84051061,51061,1.0
84051063,51063,1.0
84051065,51065,1.0
84051067,51067,1.0
84051069,51069,1.0
84051071,51071,1.0
84051073,51073,1.0
84051075,51075,1.0
84051077,51077,1.0
84051079,51079,1.0
84051081,51081,1.0
84051083,51083,1.0
84051085,51085,1.0
84051087,51087,1.0
84051089,51089,1.0
84051091,51091,1.0
84051093,51093,1.0
84051095,51095,1.0
84051097,51097,1.0
84051099,51099,1.0
84051101,51101,1.0
84051103,51103,1.0
84051105,51105,1.0
84051107,51107,1.0
84051109,51109,1.0
84051111,51111,1.0
84051113,51113,1.0
84051115,51115,1.0
84051117,51117,1.0
84051119,51119,1.0
84051121,51121,1.0
84051125,51125,1.0
84051127,51127,1.0
84051131,51131,1.0
84051133,51133,1.0
84051135,51135,1.0
84051137,51137,1.0
84051139,51139,1.0
84051141,51141,1.0
84051143,51143,1.0
84051145,51145,1.0
84051147,51147,1.0
84051149,51149,1.0
84051153,51153,1.0
84051155,51155,1.0
84051157,51157,1.0
84051159,51159,1.0
84051161,51161,1.0
84051163,51163,1.0
84051165,51165,1.0
84051167,51167,1.0
84051169,51169,1.0
84051171,51171,1.0
84051173,51173,1.0
84051175,51175,1.0
84051177,51177,1.0
84051179,51179,1.0
84051181,51181,1.0
84051183,51183,1.0
84051185,51185,1.0
84051187,51187,1.0
84051191,51191,1.0
84051193,51193,1.0
84051195,51195,1.0
84051197,51197,1.0
84051199,51199,1.0
84051510,51510,1.0
84051520,51520,1.0
84051530,51530,1.0
84051540,51540,1.0
84051550,51550,1.0
84051570,51570,1.0
84051580,51580,1.0
84051590,51590,1.0
84051595,51595,1.0
84051600,51600,1.0
84051610,51610,1.0
84051620,51620,1.0
84051630,51630,1.0
84051640,51640,1.0
84051650,51650,1.0
84051660,51660,1.0
84051670,51670,1.0
84051678,51678,1.0
84051680,51680,1.0
84051683,51683,1.0
84051685,51685,1.0
84051690,51690,1.0
84051700,51700,1.0
84051710,51710,1.0
84051720,51720,1.0
84051730,51730,1.0
84051735,51735,1.0
84051740,51740,1.0
84051750,51750,1.0
84051760,51760,1.0
84051770,51770,1.0
84051775,51775,1.0
84051790,51790,1.0
84051800,51800,1.0
84051810,51810,1.0
84051820,51820,1.0
84051830,51830,1.0
84051840,51840,1.0
84053001,53001,1.0
84053003,53003,1.0
84053005,53005,1.0
84053007,53007,1.0
84053009,53009,1.0
84053011,53011,1.0
84053013,53013,1.0
84053015,53015,1.0
84053017,53017,1.0
84053019,53019,1.0
84053021,53021,1.0
84053023,53023,1.0
84053025,53025,1.0
84053027,53027,1.0
84053029,53029,1.0
84053031,53031,1.0
84053033,53033,1.0
84053035,53035,1.0
84053037,53037,1.0
84053039,53039,1.0
84053041,53041,1.0
84053043,53043,1.0
84053045,53045,1.0
84053047,53047,1.0
84053049,53049,1.0
84053051,53051,1.0
84053053,53053,1.0
84053055,53055,1.0
84053057,53057,1.0
84053059,53059,1.0
84053061,53061,1.0
84053063,53063,1.0
84053065,53065,1.0
84053067,53067,1.0
84053069,53069,1.0
84053071,53071,1.0
84053073,53073,1.0
84053075,53075,1.0
84053077,53077,1.0
84054001,54001,1.0
84054003,54003,1.0
84054005,54005,1.0
84054007,54007,1.0
84054009,54009,1.0
84054011,54011,1.0
84054013,54013,1.0
84054015,54015,1.0
84054017,54017,1.0
84054019,54019,1.0
84054021,54021,1.0
84054023,54023,1.0
84054025,54025,1.0
84054027,54027,1.0
84054029,54029,1.0
84054031,54031,1.0
84054033,54033,1.0
84054035,54035,1.0
84054037,54037,1.0
84054039,54039,1.0
84054041,54041,1.0
84054043,54043,1.0
84054045,54045,1.0
84054047,54047,1.0
84054049,54049,1.0
84054051,54051,1.0
84054053,54053,1.0
84054055,54055,1.0
84054057,54057,1.0
84054059,54059,1.0
84054061,54061,1.0
84054063,54063,1.0
84054065,54065,1.0
84054067,54067,1.0
84054069,54069,1.0
84054071,54071,1.0
84054073,54073,1.0
84054075,54075,1.0
84054077,54077,1.0
84054079,54079,1.0
84054081,54081,1.0
84054083,54083,1.0
84054085,54085,1.0
84054087,54087,1.0
84054089,54089,1.0
84054091,54091,1.0
84054093,54093,1.0
84054095,54095,1.0
84054097,54097,1.0
84054099,54099,1.0
84054101,54101,1.0
84054103,54103,1.0
84054105,54105,1.0
84054107,54107,1.0
84054109,54109,1.0
84055001,55001,1.0
84055003,55003,1.0
84055005,55005,1.0
84055007,55007,1.0
84055009,55009,1.0
84055011,55011,1.0
84055013,55013,1.0
84055015,55015,1.0
84055017,55017,1.0
84055019,55019,1.0
84055021,55021,1.0
84055023,55023,1.0
84055025,55025,1.0
84055027,55027,1.0
84055029,55029,1.0
84055031,55031,1.0
84055033,55033,1.0
84055035,55035,1.0
84055037,55037,1.0
84055039,55039,1.0
84055041,55041,1.0
84055043,55043,1.0
84055045,55045,1.0
84055047,55047,1.0
84055049,55049,1.0
84055051,55051,1.0
84055053,55053,1.0
84055055,55055,1.0
84055057,55057,1.0
84055059,55059,1.0
84055061,55061,1.0
84055063,55063,1.0
84055065,55065,1.0
84055067,55067,1.0
84055069,55069,1.0
84055071,55071,1.0
84055073,55073,1.0
84055075,55075,1.0
84055077,55077,1.0
84055078,55078,1.0
84055079,55079,1.0
84055081,55081,1.0
84055083,55083,1.0
84055085,55085,1.0
84055087,55087,1.0
84055089,55089,1.0
84055091,55091,1.0
84055093,55093,1.0
84055095,55095,1.0
84055097,55097,1.0
84055099,55099,1.0
84055101,55101,1.0
84055103,55103,1.0
84055105,55105,1.0
84055107,55107,1.0
84055109,55109,1.0
84055111,55111,1.0
84055113,55113,1.0
84055115,55115,1.0
84055117,55117,1.0
84055119,55119,1.0
84055121,55121,1.0
84055123,55123,1.0
84055125,55125,1.0
84055127,55127,1.0
84055129,55129,1.0
84055131,55131,1.0
84055133,55133,1.0
84055135,55135,1.0
84055137,55137,1.0
84055139,55139,1.0
84055141,55141,1.0
84056001,56001,1.0
84056003,56003,1.0
84056005,56005,1.0
84056007,56007,1.0
84056009,56009,1.0
84056011,56011,1.0
84056013,56013,1.0
84056015,56015,1.0
84056017,56017,1.0
84056019,56019,1.0
84056021,56021,1.0
84056023,56023,1.0
84056025,56025,1.0
84056027,56027,1.0
84056029,56029,1.0
84056031,56031,1.0
84056033,56033,1.0
84056035,56035,1.0
84056037,56037,1.0
84056039,56039,1.0
84056041,56041,1.0
84056043,56043,1.0
84056045,56045,1.0
84070002,25007,0.6191260718163777
84070002,25019,0.38087392818362226
84070003,29037,0.09169349717069915
84070003,29047,0.20457149388375118
84070003,29095,0.6214027691108004
84070003,29165,0.08233223983474929
84070015,49000,1.0
84070016,49000,1.0
84070017,49000,1.0
84070018,49000,1.0
84070019,49000,1.0
84070020,49000,1.0
84080001,01000,1.0
84080002,02000,1.0
84080003,03000,1.0
84080004,04000,1.0
84080005,05000,1.0
84080006,06000,1.0
84080007,07000,1.0
84080008,08000,1.0
84080009,09000,1.0
84080010,10000,1.0
84080011,11000,1.0
84080012,12000,1.0
84080013,13000,1.0
84080014,14000,1.0
84080015,15000,1.0
84080016,16000,1.0
84080017,17000,1.0
84080018,18000,1.0
84080019,19000,1.0
84080020,20000,1.0
84080021,21000,1.0
84080022,22000,1.0
84080023,23000,1.0
84080024,24000,1.0
84080025,25000,1.0
84080026,26000,1.0
84080027,27000,1.0
84080028,28000,1.0
84080029,29000,1.0
84080030,30000,1.0
84080031,31000,1.0
84080032,32000,1.0
84080033,33000,1.0
84080034,34000,1.0
84080035,35000,1.0
84080036,36000,1.0
84080037,37000,1.0
84080038,38000,1.0
84080039,39000,1.0
84080040,40000,1.0
84080041,41000,1.0
84080042,42000,1.0
84080043,43000,1.0
84080044,44000,1.0
84080045,45000,1.0
84080046,46000,1.0
84080047,47000,1.0
84080048,48000,1.0
84080049,49000,1.0
84080050,50000,1.0
84080051,51000,1.0
84080052,52000,1.0
84080053,53000,1.0
84080054,54000,1.0
84080055,55000,1.0
84080056,56000,1.0
84090001,01000,1.0
84090002,02000,1.0
84090003,03000,1.0
84090004,04000,1.0
84090005,05000,1.0
84090006,06000,1.0
84090007,07000,1.0
84090008,08000,1.0
84090009,09000,1.0
84090010,10000,1.0
84090011,11000,1.0
84090012,12000,1.0
84090013,13000,1.0
84090014,14000,1.0
84090015,15000,1.0
84090016,16000,1.0
84090017,17000,1.0
84090018,18000,1.0
84090019,19000,1.0
84090020,20000,1.0
84090021,21000,1.0
84090022,22000,1.0
84090023,23000,1.0
84090024,24000,1.0
84090025,25000,1.0
84090026,26000,1.0
84090027,27000,1.0
84090028,28000,1.0
84090029,29000,1.0
84090030,30000,1.0
84090031,31000,1.0
84090032,32000,1.0
84090033,33000,1.0
84090034,34000,1.0
84090035,35000,1.0
84090036,36000,1.0
84090037,37000,1.0
84090038,38000,1.0
84090039,39000,1.0
84090040,40000,1.0
84090041,41000,1.0
84090042,42000,1.0
84090043,43000,1.0
84090044,44000,1.0
84090045,45000,1.0
84090046,46000,1.0
84090047,47000,1.0
84090048,48000,1.0
84090049,49000,1.0
84090050,50000,1.0
84090051,51000,1.0
84090052,52000,1.0
84090053,53000,1.0
84090054,54000,1.0
84090055,55000,1.0
84090056,56000,1.0
850,78000,1.0
